*** Configuration ***

Trigger: G-switch,
Smart Recovery option enabled with altitude setting of 3019 ft
Timed recovery set at 25 sec (drogue) and 0 sec (main)
Data is sampled at 200 Hz
Inputs that were sampled: Acceleration, Pressure, the digital inputs
327,280      1,1        18 000F
327,285      0,9        -7 000F
327,290      0,9        -7 000F
327,295      0,9        -7 000F
327,300      0,9        -7 000F
327,305      1,0        -7 000F
327,310      1,0        18 000F
327,315      0,6        18 000F
327,320      0,9        18 000F
327,325      0,9        -7 000F
327,330      0,9        -7 000F
327,335      1,0        -7 000F
327,340      1,0        -7 000F
327,345      0,7        -7 000F
327,350      0,9        -7 000F
327,355      1,0        -7 000F
327,360      0,7        -7 000F
327,365      0,9        18 000F
327,370      1,0        -7 000F
327,375      0,7        -7 000F
327,380      0,9        18 000F
327,385      1,0        18 000F
327,390      1,1        -7 000F
327,395      1,1        -7 000F
327,400      1,1        -7 000F
327,405      1,0        -7 000F
327,410      0,7        -7 000F
327,415      1,0        18 000F
327,420      1,0        18 000F
327,425      1,1        -7 000F
327,430      1,1        -7 000F
327,435      1,1        -7 000F
327,440      1,0        -7 000F
327,445      0,9        -7 000F
327,450      1,1        -7 000F
327,455      0,9        -7 000F
327,460      1,1        -7 000F
327,465      1,0        -7 000F
327,470      0,9        -7 000F
327,475      0,6        -7 000F
327,480      1,0        -7 000F
327,485      1,0        -7 000F
327,490      1,2        18 000F
327,495      1,0        -7 000F
327,500      1,0        -7 000F
327,505      1,2        -7 000F
327,510      1,0        -7 000F
327,515      1,1        -7 000F
327,520      0,7        -7 000F
327,525      1,0        18 000F
327,530      1,1        -7 000F
327,535      1,1        -7 000F
327,540      0,9        -7 000F
327,545      1,0        -7 000F
327,550      0,9        -7 000F
327,555      0,7        -7 000F
327,560      1,2        -7 000F
327,565      1,0        -7 000F
327,570      1,1        -7 000F
327,575      1,2        -7 000F
327,580      0,9        -7 000F
327,585      1,0        -7 000F
327,590      2,5        -7 000F
327,595      2,4        -7 000F
327,600      2,1        -7 000F
327,605      1,8        18 000F
327,610      2,1        -7 000F
327,615      2,1        -7 000F
327,620      2,8        -7 000F
327,625      1,6        18 000F
327,630      2,9        -7 000F
327,635      3,0        18 000F
327,640      3,4        -7 000F
327,645      3,3        18 000F
327,650      3,4        18 000F
327,655      3,7        18 000F
327,660      4,1        18 000F
327,665      4,7        18 000F
327,670     13,7        -7 000F
327,675      0,9        -7 000F
327,680      3,2        -7 001F
327,685      5,1        -7 001F
327,690      6,3        18 001F
327,695      5,6        18 001F
327,700      5,4        -7 001F
327,705      5,5        -7 001F
327,710      5,6        -7 001F
327,715      5,6        -7 001F
327,720      5,5        -7 001F
327,725      5,4        18 001F
327,730      5,2        18 001F
327,735      5,2        -7 001F
327,740      5,6        -7 001F
327,745      5,6        -7 001F
327,750      5,5        18 001F
327,755      5,5        18 001F
327,760      5,1        -7 001F
327,765      5,2        18 001F
327,770      5,0        18 001F
327,775      5,9        18 001F
327,780      5,0        -7 001F
327,785      5,6        18 001F
327,790      5,0        -7 001F
327,795      6,3        -7 001F
327,800      4,8        -7 001F
327,805      5,2        18 001F
327,810      5,4        -7 001F
327,815      6,1        18 001F
327,820      4,8        -7 001F
327,825      6,0        -7 001F
327,830      4,8        18 001F
327,835      5,7        -7 001F
327,840      5,2        18 001F
327,845      5,5        18 001F
327,850      5,2        18 001F
327,855      5,7        18 001F
327,860      5,2        18 001F
327,865      5,4        18 001F
327,870      5,4        18 001F
327,875      5,9        18 001F
327,880      6,0        18 001F
327,885      5,5        18 001F
327,890      5,4        18 001F
327,895      5,5        18 001F
327,900      5,5        18 001F
327,905      6,5        18 001F
327,910      5,1        -7 001F
327,915      6,0        18 001F
327,920      5,4        18 001F
327,925      6,3        -7 001F
327,930      5,7        18 001F
327,935      5,5        -7 001F
327,940      5,5        18 001F
327,945      5,9        18 001F
327,950      5,5        18 001F
327,955      5,9        18 001F
327,960      5,5        18 001F
327,965      5,5        18 001F
327,970      6,0        18 001F
327,975      6,1        18 001F
327,980      5,6        18 001F
327,985      6,0        18 001F
327,990      6,1        18 001F
327,995      5,9        -7 001F
328,000      6,1        18 001F
328,005      5,9        18 001F
328,010      6,0        18 001F
328,015      6,0        18 001F
328,020      5,9        18 001F
328,025      5,7        18 001F
328,030      6,3        -7 001F
328,035      6,0        18 001F
328,040      5,9        18 001F
328,045      5,9        43 001F
328,050      6,3        18 001F
328,055      6,5        18 001F
328,060      5,7        18 001F
328,065      5,9        43 001F
328,070      6,0        18 001F
328,075      5,9        18 001F
328,080      5,7        18 001F
328,085      6,4        18 001F
328,090      6,0        18 001F
328,095      6,1        18 001F
328,100      5,7        18 001F
328,105      6,4        18 001F
328,110      5,7        18 001F
328,115      6,4        18 001F
328,120      6,0        18 001F
328,125      6,3        43 001F
328,130      6,3        18 001F
328,135      6,4        18 001F
328,140      6,0        18 001F
328,145      6,5        18 001F
328,150      6,3        43 001F
328,155      6,6        18 001F
328,160      6,3        18 001F
328,165      6,3        18 001F
328,170      6,4        18 001F
328,175      6,1        18 001F
328,180      6,3        18 001F
328,185      6,4        18 001F
328,190      6,1        43 001F
328,195      6,3        18 001F
328,200      6,4        18 001F
328,205      7,4        18 001F
328,210      5,6        43 001F
328,215      6,6        43 001F
328,220      6,1        43 001F
328,225      6,6        43 001F
328,230      6,5        43 001F
328,235      6,5        43 001F
328,240      6,3        18 001F
328,245      6,1        18 001F
328,250      6,9        18 001F
328,255      6,5        18 001F
328,260      6,5        43 001F
328,265      6,5        43 001F
328,270      6,4        43 001F
328,275      6,5        43 001F
328,280      6,1        43 001F
328,285      6,8        18 001F
328,290      7,4        43 001F
328,295      6,0        18 001F
328,300      7,0        43 001F
328,305      6,5        18 001F
328,310      6,4        18 001F
328,315      7,0        43 001F
328,320      6,8        43 001F
328,325      6,8        18 001F
328,330      6,8        68 001F
328,335      6,3        43 001F
328,340      6,8        43 001F
328,345      6,6        43 001F
328,350      6,6        43 001F
328,355      7,0        43 001F
328,360      6,3        43 001F
328,365      7,2        43 001F
328,370      7,4        43 001F
328,375      6,9        43 001F
328,380      6,8        68 001F
328,385      6,6        43 001F
328,390      7,5        68 001F
328,395      6,4        43 001F
328,400      7,0        68 001F
328,405      6,8        43 001F
328,410      6,9        68 001F
328,415      6,8        68 001F
328,420      6,9        68 001F
328,425      7,3        68 001F
328,430      6,6        68 001F
328,435      7,2        43 001F
328,440      7,0        43 001F
328,445      6,5        68 001F
328,450      7,4        68 001F
328,455      6,5        68 001F
328,460      7,8        68 001F
328,465      6,1        68 001F
328,470      7,5        68 001F
328,475      6,9        94 001F
328,480      7,0        68 001F
328,485      7,7        68 001F
328,490      6,9        68 001F
328,495      6,0        68 001F
328,500      8,1        94 001F
328,505      6,9        68 001F
328,510      7,2        68 001F
328,515      7,0        68 001F
328,520      7,3        94 001F
328,525      7,2        94 001F
328,530      7,5        94 001F
328,535      7,3        68 001F
328,540      7,3        94 001F
328,545      7,5        94 001F
328,550      6,6        94 001F
328,555      7,5        94 001F
328,560      6,8        94 001F
328,565      8,1        94 001F
328,570      7,4        94 001F
328,575      7,2        94 001F
328,580      7,2        94 001F
328,585      7,4        94 001F
328,590      7,3        94 001F
328,595      7,4        94 001F
328,600      6,6        94 001F
328,605      7,9        94 001F
328,610      7,3        94 001F
328,615      7,2        94 001F
328,620      7,3        68 001F
328,625      7,4        94 001F
328,630      7,3        94 001F
328,635      7,4        94 001F
328,640      7,3        94 001F
328,645      7,4       119 001F
328,650      8,3        94 001F
328,655      6,5       119 001F
328,660      7,5        94 001F
328,665      6,9       119 001F
328,670      7,8       119 001F
328,675      7,7        94 001F
328,680      7,7        94 001F
328,685      7,5       119 001F
328,690      7,2       119 001F
328,695      7,5       119 001F
328,700      8,8       119 001F
328,705      6,6       119 001F
328,710      7,5       119 001F
328,715      7,8        94 001F
328,720      6,9       119 001F
328,725      8,6       119 001F
328,730      6,9       119 001F
328,735      7,5       119 001F
328,740      7,8       119 001F
328,745      7,5       119 001F
328,750      7,8       119 001F
328,755      7,0       119 001F
328,760      7,7       119 001F
328,765      7,8       119 001F
328,770      7,5       119 001F
328,775      7,7       119 001F
328,780      7,7       144 001F
328,785      7,4       144 001F
328,790      8,2       144 001F
328,795      7,4       144 001F
328,800      7,5       144 001F
328,805      7,8       144 001F
328,810      7,9       144 001F
328,815      7,4       144 001F
328,820      7,8       144 001F
328,825      7,4       170 001F
328,830      7,9       144 001F
328,835      7,5       144 001F
328,840      7,8       170 001F
328,845      7,7       144 001F
328,850      7,7       170 001F
328,855      7,9       170 001F
328,860      7,5       170 001F
328,865      9,9       170 001F
328,870      6,6       170 001F
328,875      9,0       170 001F
328,880      7,2       170 001F
328,885      7,9       170 001F
328,890      7,4       170 001F
328,895      7,4       170 001F
328,900      6,3       170 001F
328,905      6,8       170 001F
328,910      7,0       170 001F
328,915      8,8       170 001F
328,920      7,7       170 001F
328,925      7,4       144 001F
328,930      7,2       170 001F
328,935      7,7       170 001F
328,940      6,9       170 001F
328,945      7,9       170 001F
328,950      7,5       195 001F
328,955      7,3       195 001F
328,960      7,5       170 001F
328,965      8,2       170 001F
328,970      7,2       170 001F
328,975      6,4       195 001F
328,980      9,0       170 001F
328,985      7,2       170 001F
328,990      7,9       170 001F
328,995      7,7       170 001F
329,000      7,0       170 001F
329,005      7,7       170 001F
329,010      7,8       170 001F
329,015      7,8       170 001F
329,020      7,5       170 001F
329,025      7,3       170 001F
329,030      7,8       170 001F
329,035      7,3       170 001F
329,040      8,1       170 001F
329,045      7,7       170 001F
329,050      7,0       170 001F
329,055      7,4       195 001F
329,060      7,4       195 001F
329,065      4,6       195 001F
329,070      9,3       195 001F
329,075      7,3       195 001F
329,080      7,3       195 001F
329,085      7,0       195 001F
329,090      8,1       195 001F
329,095      7,2       170 001F
329,100      8,3       195 001F
329,105      7,5       195 001F
329,110      9,0       195 001F
329,115      6,4       195 001F
329,120      7,4       170 001F
329,125      7,4       195 001F
329,130      7,7       195 001F
329,135      8,4       195 001F
329,140      7,0       195 001F
329,145      7,5       195 001F
329,150      7,7       195 001F
329,155      7,4       221 001F
329,160      7,4       221 001F
329,165      7,4       195 001F
329,170      7,4       221 001F
329,175      7,5       221 001F
329,180      7,5       221 001F
329,185      7,0       221 001F
329,190      7,9       195 001F
329,195      7,3       221 001F
329,200      7,7       195 001F
329,205      7,2       221 001F
329,210      7,3       221 001F
329,215      8,1       221 001F
329,220      7,4       221 001F
329,225      7,4       221 001F
329,230      7,2       221 001F
329,235      7,3       246 001F
329,240      7,3       221 001F
329,245      7,4       246 001F
329,250      7,4       221 001F
329,255      7,5       246 001F
329,260      7,4       246 001F
329,265      7,4       221 001F
329,270      7,0       246 001F
329,275      7,7       246 001F
329,280      7,4       246 001F
329,285      7,4       272 001F
329,290      6,0       246 001F
329,295      8,3       246 001F
329,300      7,0       246 001F
329,305      8,6       246 001F
329,310      6,0       246 001F
329,315      7,5       246 001F
329,320      7,2       246 001F
329,325      7,3       272 001F
329,330      7,3       246 001F
329,335      7,0       272 001F
329,340      7,2       246 001F
329,345      8,4       272 001F
329,350      7,3       246 001F
329,355      7,5       272 001F
329,360      6,8       272 001F
329,365      6,8       272 001F
329,370      7,4       272 001F
329,375      7,2       272 001F
329,380      7,3       272 001F
329,385      7,0       272 001F
329,390      7,2       272 001F
329,395      4,1       272 001F
329,400     10,1       272 001F
329,405      6,6       272 001F
329,410      7,8       272 001F
329,415      6,8       272 001F
329,420      7,2       272 001F
329,425      7,5       272 001F
329,430      7,2       272 001F
329,435      7,3       272 001F
329,440      7,0       272 001F
329,445      7,0       272 001F
329,450      5,4       272 001F
329,455      7,7       272 001F
329,460      7,9       297 001F
329,465      7,7       272 001F
329,470      7,4       272 001F
329,475      6,5       297 001F
329,480      8,3       272 001F
329,485      6,9       272 001F
329,490      7,5       297 001F
329,495      7,0       272 001F
329,500      6,5       297 001F
329,505      7,3       297 001F
329,510      6,6       297 001F
329,515      7,3       297 001F
329,520      6,6       297 001F
329,525      7,0       272 001F
329,530      8,1       297 001F
329,535      6,4       297 001F
329,540      7,4       297 001F
329,545      6,8       323 001F
329,550      6,9       297 001F
329,555      7,2       297 001F
329,560      6,5       297 001F
329,565      7,2       297 001F
329,570      6,8       323 001F
329,575      6,9       297 001F
329,580      7,0       323 001F
329,585      6,8       297 001F
329,590      7,0       323 001F
329,595      6,8       323 001F
329,600      7,2       323 001F
329,605      4,3       323 001F
329,610      8,3       323 001F
329,615      6,8       323 001F
329,620      7,4       297 001F
329,625      6,6       323 001F
329,630      7,0       323 001F
329,635      6,8       323 001F
329,640      7,0       323 001F
329,645      7,3       323 001F
329,650      5,2       323 001F
329,655     10,2       323 001F
329,660      6,5       323 001F
329,665      7,8       348 001F
329,670      6,3       348 001F
329,675      6,5       348 001F
329,680      6,6       348 001F
329,685      7,3       348 001F
329,690      7,3       348 001F
329,695      6,8       348 001F
329,700      6,9       348 001F
329,705      6,9       374 001F
329,710      7,3       348 001F
329,715      7,0       374 001F
329,720      6,8       348 001F
329,725      6,6       374 001F
329,730      7,2       348 001F
329,735      6,8       374 001F
329,740      6,9       374 001F
329,745      6,8       374 001F
329,750      6,6       374 001F
329,755      7,4       374 001F
329,760      6,8       374 001F
329,765      6,5       374 001F
329,770      6,9       374 001F
329,775      6,9       374 001F
329,780      6,6       374 001F
329,785      7,3       374 001F
329,790      6,9       399 001F
329,795      6,8       399 001F
329,800      6,9       399 001F
329,805      5,4       399 001F
329,810      7,5       399 001F
329,815      6,9       374 001F
329,820      6,5       399 001F
329,825      6,8       399 001F
329,830      6,5       399 001F
329,835      7,3       399 001F
329,840      6,6       399 001F
329,845      7,3       399 001F
329,850      6,5       425 001F
329,855      7,0       425 001F
329,860      6,9       425 001F
329,865      6,6       425 001F
329,870      6,5       425 001F
329,875      6,9       425 001F
329,880      6,8       425 001F
329,885      6,4       425 001F
329,890      7,4       425 001F
329,895      6,5       425 001F
329,900      6,6       425 001F
329,905      6,6       425 001F
329,910      6,8       451 001F
329,915      6,9       425 001F
329,920      6,5       425 001F
